nct_id,title,url,status,conditions,interventions,sponsor,collaborators,study_type,phase
NCT03452774,SYNERGY-AI: Artificial Intelligence Based Precision Oncology Clinical Trial Matching and Registry,https://clinicaltrials.gov/study/NCT03452774,RECRUITING,"Cancer, Metastatic|Cancer|Cancer of Pancreas|Cancer of Liver|Cancer of Stomach|Cancer Liver|Cancer of Rectum|Cancer of Kidney|Cancer of Esophagus|Cancer of Cervix|Cancer of Colon|Cancer of Larynx|Cancer, Lung|Cancer, Breast|Cancer, Advanced|Cancer Prostate|Cancer of Neck|Cancer of Skin|Neuroendocrine Tumors|Carcinoma|Mismatch Repair Deficiency|BRCA Gene Rearrangement|Non Hodgkin Lymphoma|Leukemia|Non Small Cell Lung Cancer|Cholangiocarcinoma|Glioblastoma|Central Nervous System Tumor|Melanoma|Urothelial Carcinoma|Bladder Cancer|Ovarian Cancer|Endometrial Cancer|Testicular Cancer|Breast Cancer|COVID|Myelofibrosis|Myeloproliferative Neoplasm|Myeloproliferative Disorders|Follicular Lymphoma|Mantle Cell Lymphoma|Marginal Zone Lymphoma|Myelodysplastic Syndromes",OTHER: Clinical Trial Matching,"Massive Bio, Inc.",nan,OBSERVATIONAL,Unknown
NCT03987555,Paclitaxel Therapeutic Drug Monitoring in Cancer Patients,https://clinicaltrials.gov/study/NCT03987555,RECRUITING,"Solid Tumor, Adult|Metastatic Nonsmall Cell Lung Cancer|Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Cervical Carcinoma|Metastatic Ovarian Carcinoma|Malignant Uterine Neoplasm|Vulvar Cancer|Invasive Breast Cancer|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8|Recurrent Breast Carcinoma|Recurrent Cervical Carcinoma|Recurrent Lung Non-Small Cell Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Vulvar Carcinoma|Stage IV Cervical Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Vulvar Cancer AJCC v8|Stage IV Ovarian Cancer AJCC v8|Stage IVA Cervical Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVA Ovarian Cancer AJCC v8|Stage IVA Vulvar Cancer AJCC v8|Stage IVB Cervical Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Stage IVB Ovarian Cancer AJCC v8|Stage IVB Vulvar Cancer AJCC v8|Vulva Squamous Cell Carcinoma",OTHER: Blood draws|OTHER: QLQ-CIPN20 Survey|OTHER: PR-CTCAE Survey,Wake Forest University Health Sciences,National Cancer Institute (NCI),OBSERVATIONAL,Unknown
NCT03454451,CPI-006 Alone and in Combination With Ciforadenant and With Pembrolizumab for Patients With Advanced Cancers,https://clinicaltrials.gov/study/NCT03454451,COMPLETED,Non-Small Cell Lung Cancer|Renal Cell Cancer|Colorectal Cancer|Triple Negative Breast Cancer|Cervical Cancer|Ovarian Cancer|Pancreatic Cancer|Endometrial Cancer|Sarcoma|Squamous Cell Carcinoma of the Head and Neck|Bladder Cancer|Metastatic Castration Resistant Prostate Cancer|Non-hodgkin Lymphoma,DRUG: CPI-006|DRUG: CPI-006 + ciforadenant|DRUG: CPI-006 + pembrolizumab|DRUG: CPI-006|DRUG: CPI-006 + ciforadenant|DRUG: CPI-006 + pembrolizumab,"Corvus Pharmaceuticals, Inc.",nan,INTERVENTIONAL,Unknown
NCT04514484,Testing the Combination of the Anti-cancer Drugs XL184 (Cabozantinib) and Nivolumab in Patients With Advanced Cancer and HIV,https://clinicaltrials.gov/study/NCT04514484,ACTIVE_NOT_RECRUITING,Advanced Differentiated Thyroid Gland Carcinoma|Advanced Head and Neck Carcinoma|Advanced Hepatocellular Carcinoma|Advanced Kaposi Sarcoma|Advanced Lung Non-Small Cell Carcinoma|Advanced Lung Small Cell Carcinoma|Advanced Malignant Solid Neoplasm|Advanced Melanoma|Advanced Ovarian Carcinoma|Advanced Prostate Carcinoma|Advanced Renal Cell Carcinoma|Advanced Thyroid Gland Medullary Carcinoma|Advanced Triple-Negative Breast Carcinoma|Advanced Urothelial Carcinoma|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Castration-Resistant Prostate Carcinoma|Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|HIV Infection|Metastatic Differentiated Thyroid Gland Carcinoma|Metastatic Head and Neck Carcinoma|Metastatic Hepatocellular Carcinoma|Metastatic Kaposi Sarcoma|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Lung Small Cell Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Ovarian Carcinoma|Metastatic Prostate Carcinoma|Metastatic Renal Cell Carcinoma|Metastatic Thyroid Gland Medullary Carcinoma|Metastatic Triple-Negative Breast Carcinoma|Metastatic Urothelial Carcinoma|Recurrent Differentiated Thyroid Gland Carcinoma|Recurrent Head and Neck Carcinoma|Recurrent Hepatocellular Carcinoma|Recurrent Kaposi Sarcoma|Recurrent Lung Non-Small Cell Carcinoma|Recurrent Lung Small Cell Carcinoma|Recurrent Malignant Solid Neoplasm|Recurrent Melanoma|Recurrent Ovarian Carcinoma|Recurrent Prostate Carcinoma|Recurrent Renal Cell Carcinoma|Recurrent Thyroid Gland Medullary Carcinoma|Recurrent Triple-Negative Breast Carcinoma|Recurrent Urothelial Carcinoma|Refractory Differentiated Thyroid Gland Carcinoma|Stage III Differentiated Thyroid Gland Carcinoma AJCC v8|Stage III Hepatocellular Carcinoma AJCC v8|Stage III Lung Cancer AJCC v8|Stage III Ovarian Cancer AJCC v8|Stage III Prostate Cancer AJCC v8|Stage III Renal Cell Cancer AJCC v8|Stage III Thyroid Gland Medullary Carcinoma AJCC v8|Stage IV Differentiated Thyroid Gland Carcinoma AJCC v8|Stage IV Hepatocellular Carcinoma AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Ovarian Cancer AJCC v8|Stage IV Prostate Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8|Stage IV Thyroid Gland Medullary Carcinoma AJCC v8,PROCEDURE: Biospecimen Collection|DRUG: Cabozantinib S-malate|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging|BIOLOGICAL: Nivolumab,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT03475953,A Phase I/II Study of Regorafenib Plus Avelumab in Solid Tumors,https://clinicaltrials.gov/study/NCT03475953,RECRUITING,"Colorectal Cancer Not MSI-H or MMR-deficient|GIST|Oesophageal or Gastric Carcinoma|Biliary Tract Cancer|Hepatocellular Carcinoma|Soft-tissue Sarcoma|Thyroid Cancer|Gastro-enteropancreatic Neuroendocrine Tumor|Non-small Cell Lung Cancer|Solid Tumor, Adult|Urothelial Carcinoma|HPV-Related Carcinoma|Triple Negative Breast Cancer|Renal Carcinoma|Mesotheliomas Pleural",DRUG: Phase 1 : Regorafenib|DRUG: Phase 1 : Avelumab|DRUG: Phase 2 : Regorafenib|DRUG: Phase 2 : Avelumab|DRUG: Phase 2: low-dose Regorafenib,Institut Bergonié,"Bayer|Merck KGaA, Darmstadt, Germany",INTERVENTIONAL,Phase 1
NCT01897441,Chemotherapy Before Surgery and Tissue Sample Collection in Patients With Stage IIA-IIIC Breast Cancer,https://clinicaltrials.gov/study/NCT01897441,TERMINATED,Stage IIA Breast Cancer|Stage IIB Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,DRUG: Cyclophosphamide|OTHER: Cytology Specimen Collection Procedure|DRUG: Doxorubicin Hydrochloride|OTHER: Laboratory Biomarker Analysis|DRUG: Paclitaxel|BIOLOGICAL: Trastuzumab|DRUG: Endocrine therapy,Albert Einstein College of Medicine,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT01493310,Nab-paclitaxel (Abraxane) With or Without Mifepristone in Patients With Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT01493310,COMPLETED,Male Breast Cancer|Recurrent Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,DRUG: mifepristone|DRUG: placebo|DRUG: nab-paclitaxel,University of Chicago,nan,INTERVENTIONAL,Unknown
NCT01113554,Breast Cancer Rehabilitation Program in Improving Quality of Life in Breast Cancer Survivors,https://clinicaltrials.gov/study/NCT01113554,COMPLETED,Stage I Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,OTHER: questionnaire administration|BEHAVIORAL: exercise intervention|PROCEDURE: quality-of-life assessment|OTHER: survey administration|PROCEDURE: management of therapy complications|PROCEDURE: psychosocial assessment and care,Wake Forest University Health Sciences,nan,INTERVENTIONAL,Unknown
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT06242470,RECRUITING,Advanced Solid Tumor|Advanced Cancer|Metastatic Cancer|Squamous Cell Carcinoma of Head and Neck|Non Small Cell Lung Cancer|Small-cell Lung Cancer|Bladder Cancer|Sarcoma|Endometrial Cancer|Melanoma|Castration Resistant Prostatic Cancer|Cervical Cancer|Colorectal Cancer|Gastric Cancer|Gastro-esophageal Cancer|Pancreas Cancer|Clear Cell Renal Cell Carcinoma|Hepatocellular Carcinoma|Platinum-resistant Ovarian Cancer|Breast Cancer|Ovarian Cancer|Esophageal Squamous Cell Cancer (SCC),BIOLOGICAL: MGC026 Dose Escalation|BIOLOGICAL: MGC026 Dose for Expansion,MacroGenics,nan,INTERVENTIONAL,Unknown
NCT00937417,S0716 Vandetanib and Docetaxel in Treating Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT00937417,WITHDRAWN,"Breast Cancer|Head and Neck Cancer|Lung Cancer|Prostate Cancer|Unspecified Adult Solid Tumor, Protocol Specific",DRUG: docetaxel|DRUG: vandetanib|GENETIC: proteomic profiling|OTHER: laboratory biomarker analysis|OTHER: pharmacological study,SWOG Cancer Research Network,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT00003103,Chemotherapy in Treating Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT00003103,COMPLETED,"Bladder Cancer|Breast Cancer|Colorectal Cancer|Esophageal Cancer|Head and Neck Cancer|Kidney Cancer|Lung Cancer|Ovarian Cancer|Prostate Cancer|Unspecified Adult Solid Tumor, Protocol Specific",BIOLOGICAL: oblimersen sodium|DRUG: docetaxel,Memorial Sloan Kettering Cancer Center,nan,INTERVENTIONAL,Unknown
NCT00425672,ONTAK® in Treating Patients With Advanced Breast Cancer That Did Not Respond to Previous Treatment,https://clinicaltrials.gov/study/NCT00425672,COMPLETED,Male Breast Cancer|Recurrent Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,BIOLOGICAL: ONTAK|OTHER: flow cytometry|OTHER: immunohistochemistry staining method|OTHER: enzyme-linked immunosorbent assay|OTHER: laboratory biomarker analysis|GENETIC: protein expression analysis,University of Washington,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT04424641,A Study on the Safety of GEN1044 (DuoBody®-CD3x5T4) in Patients With Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT04424641,TERMINATED,Locally Advanced or Metastatic Solid Tumor(s)|Prostate Cancer|Esophageal Cancer|Triple Negative Breast Cancer (TNBC)|Squamous Cell Carcinoma of Head and Neck (SCCHN)|Non-small Cell Lung Cancer (NSCLC)|Bladder Cancer|Uterine Cancer,BIOLOGICAL: GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,Genmab,AbbVie,INTERVENTIONAL,Unknown
NCT00003107,Interleukin-12 in Treating Patients With Hematologic Cancers or Solid Tumors,https://clinicaltrials.gov/study/NCT00003107,COMPLETED,Breast Cancer|Chronic Myeloproliferative Disorders|Gestational Trophoblastic Tumor|Kidney Cancer|Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Neuroblastoma|Ovarian Cancer|Testicular Germ Cell Tumor,BIOLOGICAL: recombinant interleukin-12,Indiana University School of Medicine,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT04060342,GB1275 Monotherapy and in Combination With an Anti-PD1 Antibody in Patients With Specified Advanced Solid Tumors or in Combination With Standard of Care in Patients With Metastatic Pancreatic Adenocarcinoma,https://clinicaltrials.gov/study/NCT04060342,TERMINATED,Pancreatic Adenocarcinoma|Esophageal Adenocarcinoma|Esophageal Squamous Cell Carcinoma|Gastric Adenocarcinoma|Gastroesophageal Junction Adenocarcinoma|Triple Negative Breast Cancer|Castration-resistant Prostate Cancer|Microsatellite Stable Colorectal Cancer|Non-small Cell Lung Cancer|Small-cell Lung Cancer|Head and Neck Squamous Cell Carcinoma|Urothelial Carcinoma|Renal Cell Carcinoma|Hepatocellular Carcinoma,DRUG: GB1275|DRUG: nab-paclitaxel and gemcitabine|DRUG: pembrolizumab,"GB006, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",Merck Sharp & Dohme LLC,INTERVENTIONAL,Unknown
NCT00002901,Docetaxel in Treating Patients With Solid Tumors and Abnormal Liver Function,https://clinicaltrials.gov/study/NCT00002901,COMPLETED,"Breast Cancer|Head and Neck Cancer|Lung Cancer|Ovarian Cancer|Unspecified Adult Solid Tumor, Protocol Specific",DRUG: docetaxel,City of Hope Medical Center,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT00003565,Docetaxel in Treating Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT00003565,COMPLETED,"Bladder Cancer|Breast Cancer|Head and Neck Cancer|Lung Cancer|Unspecified Adult Solid Tumor, Protocol Specific",DRUG: docetaxel,Alliance for Clinical Trials in Oncology,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT06999798,"An Optimized Ultrasound Twinkling Marker for the Imaging of Lymph Nodes in Patients With Clinically Node-Positive Breast Cancer, The UTMOST2 Trial",https://clinicaltrials.gov/study/NCT06999798,RECRUITING,Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Locally Advanced Breast Carcinoma,PROCEDURE: Diagnostic Mammography|PROCEDURE: Resection|PROCEDURE: Ultrasound Imaging|DEVICE: Twinkling Marker Placement,Mayo Clinic,National Institute for Biomedical Imaging and Bioengineering (NIBIB),INTERVENTIONAL,Unknown
NCT04028479,The Registry of Oncology Outcomes Associated with Testing and Treatment,https://clinicaltrials.gov/study/NCT04028479,COMPLETED,"Adenocarcinoma|Adenocystic Carcinoma|Anal Cancer|Appendix Cancer|Brain Tumor|Glioblastoma|Astrocytoma|Bile Duct Cancer|Cholangiocarcinoma|Bladder Cancer|Bone Cancer|Synovial Sarcoma|Chondrosarcoma|Liposarcoma|Sarcoma, Kaposi|Sarcoma,Soft Tissue|Sarcoma|Osteosarcoma|CNS Cancer|Brain Stem Neoplasms|Breast Cancer|Cervical Cancer|Colorectal Cancer|Rectal Cancer|Colon Cancer|Esophageal Cancer|Esophagus Cancer|Cancer of Colon|Pancreatic Cancer|Cancer of Pancreas|Testis Cancer|Testicular Cancer|Ureter Cancer|Renal Cell Carcinoma|Kidney Cancer|Gestational Trophoblastic Tumor|Head and Neck Neoplasms|Parotid Tumor|Larynx Cancer|Tongue Cancer|Pharynx Cancer|Salivary Gland Cancer|Acute Myeloid Leukemia|Chronic Myeloid Leukemia|Acute Lymphoblastic Leukemia|Multiple Myeloma|Non Hodgkin Lymphoma|Carcinoid Tumor|Lung Cancer|Neuroendocrine Tumors|Mesothelioma|Thyroid Cancer|Parathyroid Neoplasms|Adrenal Cancer|Small Bowel Cancer|Stomach Cancer|Liver Cancer|Hepatic Cancer|Melanoma|Skin Cancer|Unknown Primary Tumors|Uterine Cancer|Fallopian Tube Cancer|Ovarian Cancer|Prostate Cancer|Vaginal Cancer|Penile Cancer|Vulvar Cancer|Waldenstrom Macroglobulinemia|Cancer, Advanced|Thymus Cancer|Nasopharyngeal Carcinoma|Multiple Endocrine Neoplasia|Pheochromocytoma|Small Cell Carcinoma|Pulmonary Carcinoma",DIAGNOSTIC_TEST: Biomarker Testing (L)|DRUG: Systemic Treatment (T)|OTHER: Patient Reported Outcomes (P),Taproot Health,nan,OBSERVATIONAL,Unknown
NCT02012699,Integrated Cancer Repository for Cancer Research,https://clinicaltrials.gov/study/NCT02012699,RECRUITING,Pancreatic Cancer|Thyroid Cancer|Lung Cancer|Esophageal Cancer|Thymus Cancer|Colon Cancer|Rectal Cancer|Gastrointestinal Stromal Tumors|Anal Cancer|Bile Duct Cancer|Duodenal Cancer|Gallbladder Cancer|Gastric Cancer|Liver Cancer|Small Intestine Cancer|Peritoneal Surface Malignancies|Familial Adenomatous Polyposis|Lynch Syndrome|Bladder Cancer|Kidney Cancer|Penile Cancer|Prostate Cancer|Testicular Cancer|Ureter Cancer|Urethral Cancer|Hypopharyngeal Cancer|Laryngeal Cancer|Lip Cancer|Oral Cavity Cancer|Nasopharyngeal Cancer|Oropharyngeal Cancer|Paranasal Sinus Cancer|Nasal Cavity Cancer|Salivary Gland Cancer|Skin Cancer|Central Nervous System Tumor|Central Nervous System Cancer|Mesothelioma|Breast Cancer|Leukemia|Melanoma|Sarcoma|Unknown Primary Tumor|Multiple Myeloma|Ovarian Cancer|Endometrial Cancer|Vaginal Cancer|Neuroendocrine Tumors|Plasma Cell Dyscrasia|Healthy Control,nan,University of Nebraska,nan,OBSERVATIONAL,Unknown
NCT01349959,Azacitidine and Entinostat in Treating Patients With Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT01349959,COMPLETED,Male Breast Carcinoma|Recurrent Breast Carcinoma|Stage IIIC Breast Cancer AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Triple-Negative Breast Carcinoma,DRUG: Azacitidine|DRUG: Entinostat|OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study,National Cancer Institute (NCI),nan,INTERVENTIONAL,Unknown
NCT01015963,Studying DNA in Tissue Samples From Caucasian and African-American Cancer Patients Who Received Docetaxel on Clinical Trial CLB-9871,https://clinicaltrials.gov/study/NCT01015963,COMPLETED,"Bladder Cancer|Breast Cancer|Head and Neck Cancer|Lung Cancer|Unspecified Adult Solid Tumor, Protocol Specific",OTHER: laboratory biomarker analysis,Alliance for Clinical Trials in Oncology,National Cancer Institute (NCI),OBSERVATIONAL,Unknown
NCT02599194,18F-FSPG PET/CT for Cancer Patients on Therapy,https://clinicaltrials.gov/study/NCT02599194,COMPLETED,B-Cell Neoplasm|Estrogen Receptor Negative|HER2/Neu Negative|Metastatic Renal Cell Cancer|Progesterone Receptor Negative|Stage III Mesothelioma|Stage III Renal Cell Cancer|Stage IIIA Breast Cancer|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer|Stage IV Mesothelioma|Stage IV Non-Small Cell Lung Cancer|Stage IV Renal Cell Cancer|Triple-Negative Breast Carcinoma,DRUG: 18F-FSPG|DRUG: 18F-FDG,Andrei Iagaru,National Cancer Institute (NCI),INTERVENTIONAL,Unknown
NCT03222258,Prospective Cohort Study Depending on the Use of Palliative Care for Advanced Stage of Cancer Patients,https://clinicaltrials.gov/study/NCT03222258,COMPLETED,Stage IV Breast Cancer|Stage IV Pancreatic Cancer|Stage IV Colon Cancer|Stage IV Gastric Cancer|Stage IV Lung Cancer|Stage IV Liver Cancer|Malignant Hematologic Neoplasm|Biliary Cancer Metastatic|Pediatric Leukemia|Pediatric Lymphoma|Pediatric Brain Tumor|Pediatric Solid Tumor,BEHAVIORAL: Early palliative care|BEHAVIORAL: Routine hospice care,Seoul National University Hospital,"Seoul National University Bundang Hospital|National Cancer Center, Korea|Kyunghee University Medical Center|Severance Hospital|Gyeongsang National University Hospital|Chungnam National University Hospital|Chonbuk National University Hospital|Ewha Womans University Mokdong Hospital|Daegu Fatima Hospital|Chonnam National University Hospital|Keimyung University Dongsan Medical Center|Hallym University Medical Center|Asan Medical Center|National Evidence-Based Healthcare Collaborating Agency|National Institute of Health, Korea|National Clinical Research Coordination Center, Seoul, Korea|Ulsan University Hospital",OBSERVATIONAL,Unknown
NCT03207867,A Phase 2 Study of NIR178 in Combination With PDR001 in Patients With Solid Tumors and Non-Hodgkin Lymphoma,https://clinicaltrials.gov/study/NCT03207867,TERMINATED,"NSCLC, Non Small Cell Lung Cancer|RCC, Renal Cell Cancer|Pancreatic Cancer|Urothelial Cancer|Head and Neck Cancer|DLBCL, Diffused Large B Cell Lymphoma|MSS, Microsatellite Stable Colon Cancer|TNBC, Triple Negative Breast Cancer|Melanoma|mCRPC, Metastatic Castration Resistant Prostate Cancer",DRUG: NIR178|DRUG: PDR001,Novartis Pharmaceuticals,nan,INTERVENTIONAL,Phase 2
NCT02419495,Phase IB Study to Evaluate the Safety of Selinexor (KPT-330) in Combination With Multiple Standard Chemotherapy or Immunotherapy Agents in Patients With Advanced Malignancies,https://clinicaltrials.gov/study/NCT02419495,TERMINATED,Advanced Malignant Solid Neoplasm|Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Fallopian Tube Carcinoma|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Melanoma|Metastatic Renal Cell Carcinoma|Ovarian Carcinoma|Pathologic Stage III Cutaneous Melanoma AJCC v8|Pathologic Stage IIIA Cutaneous Melanoma AJCC v8|Pathologic Stage IIIB Cutaneous Melanoma AJCC v8|Pathologic Stage IIIC Cutaneous Melanoma AJCC v8|Pathologic Stage IIID Cutaneous Melanoma AJCC v8|Pathologic Stage IV Cutaneous Melanoma AJCC v8|Primary Peritoneal Carcinoma|Stage III Lung Cancer AJCC v8|Stage III Renal Cell Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8|Triple-Negative Breast Carcinoma|Unresectable Lung Non-Small Cell Carcinoma|Unresectable Melanoma|Unresectable Renal Cell Carcinoma,DRUG: Capecitabine|DRUG: Carboplatin|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Eribulin|DRUG: Fluorouracil|BIOLOGICAL: Ipilimumab|DRUG: Irinotecan Hydrochloride|DRUG: Leucovorin Calcium|BIOLOGICAL: Nivolumab|DRUG: Olaparib|DRUG: Oxaliplatin|DRUG: Paclitaxel|BIOLOGICAL: Pembrolizumab|DRUG: Pemetrexed|DRUG: Selinexor|DRUG: Topotecan,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,Phase 1
